GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	gene_symbol	mmusculus_homolog_ensembl_gene
353238	1	17598741	17828195	121	23	457824	-1.0134	-0.001049	-1.0123	ENSG00000276747	PADI6	NA
55920	1	17633251	17866250	107	21	457824	-0.94025	-0.001049	-0.93921	ENSG00000179051	RCC2	ENSMUSG00000040945
55160	1	17746693	18124370	125	32	457824	-2.7609	-0.001049	-2.7599	ENSG00000074964	ARHGEF10L	ENSMUSG00000040964
81569	1	17981808	18253558	134	31	457824	-1.6639	-0.001049	-1.6629	ENSG00000117148	ACTL8	ENSMUSG00000066368
84966	1	18334240	18804977	340	86	457824	-0.55266	-0.001049	-0.55162	ENSG00000117154	IGSF21	ENSMUSG00000040972
127707	1	18707424	18912540	143	39	457824	-0.69509	-0.001049	-0.69404	ENSG00000179023	KLHDC7A	ENSMUSG00000078234
5081	1	18857500	19175360	175	54	457824	-1.3913	-0.001049	-1.3902	ENSG00000009709	PAX7	ENSMUSG00000028736
80834	1	19066093	19286155	115	37	457824	-0.67707	-0.001049	-0.67602	ENSG00000179002	TAS1R2	ENSMUSG00000028738
8659	1	19097924	19329293	106	37	457824	-1.7449	-0.001049	-1.7438	ENSG00000159423	ALDH4A1	ENSMUSG00000028737
126917	1	19130774	19382826	107	32	457824	-1.3073	-0.001049	-1.3062	ENSG00000169991	IFFO2	ENSMUSG00000041025
23352	1	19301000	19636812	139	19	457824	1.1238	-0.001049	1.1248	ENSG00000127481	UBR4	ENSMUSG00000066036
23065	1	19442158	19678053	108	21	457824	1.0913	-0.001049	1.0924	ENSG00000127463	EMC1	ENSMUSG00000078517
51154	1	19478075	19686622	110	22	457824	0.78105	-0.001049	0.7821	ENSG00000053372	MRTO4	ENSMUSG00000028741
22977	1	19509057	19715280	116	23	457824	0.56348	-0.001049	0.56453	ENSG00000162482	AKR7A3	ENSMUSG00000028743
8574	1	19529202	19738640	126	22	457824	0.63785	-0.001049	0.6389	ENSG00000053371	AKR7A2	NA
54896	1	19538740	19758925	137	22	457824	0.51194	-0.001049	0.51299	ENSG00000040487	PQLC2	ENSMUSG00000028744
832	1	19565267	19912066	198	30	457824	0.51872	-0.001049	0.51977	ENSG00000077549	CAPZB	ENSMUSG00000028745
440574	1	19823471	20056315	104	22	457824	1.3702	-0.001049	1.3712	ENSG00000173436	MINOS1	ENSMUSG00000050608
100532736	1	19823471	20084949	120	28	457824	1.2793	-0.001049	1.2803	ENSG00000158747	NBL1	NA
4681	1	19869723	20084949	102	24	457824	0.90798	-0.001049	0.90903	NA	NA	NA
3362	1	19891780	20106055	103	25	457824	0.34223	-0.001049	0.34328	ENSG00000158748	HTR6	ENSMUSG00000028747
255104	1	19908706	20226424	161	45	457824	-0.12068	-0.001049	-0.11963	ENSG00000162542	TMCO4	ENSMUSG00000041143
54546	1	20040522	20241771	100	33	457824	-1.855	-0.001049	-1.8539	ENSG00000178828	RNF186	ENSMUSG00000070661
23252	1	20108356	20339438	119	34	457824	-1.1316	-0.001049	-1.1305	ENSG00000169914	OTUD3	ENSMUSG00000041161
30814	1	20146800	20350110	99	26	457824	-0.81314	-0.001049	-0.81209	ENSG00000188784	PLA2G2E	ENSMUSG00000028751
5320	1	20201924	20406932	98	27	457824	-0.97422	-0.001049	-0.97317	ENSG00000188257	PLA2G2A	ENSMUSG00000058908
5322	1	20286157	20518394	105	31	457824	-1.3064	-0.001049	-1.3054	ENSG00000127472	PLA2G5	ENSMUSG00000041193
26279	1	20339143	20546059	93	29	457824	0.025463	-0.001049	0.026512	ENSG00000117215	PLA2G2D	ENSMUSG00000041202
64600	1	20365823	20576879	110	35	457824	0.10619	-0.001049	0.10724	ENSG00000158786	PLA2G2F	ENSMUSG00000028749
391013	1	20390484	20601687	120	37	457824	-0.1222	-0.001049	-0.12115	ENSG00000187980	PLA2G2C	ENSMUSG00000028750
127733	1	20412578	20622540	110	34	457824	0.14045	-0.001049	0.1415	ENSG00000162543	UBXN10	ENSMUSG00000043621
127731	1	20517412	20781662	164	37	457824	-1.1026	-0.001049	-1.1016	ENSG00000158816	VWA5B1	ENSMUSG00000028753
55450	1	20708884	20912728	127	33	457824	-0.8321	-0.001049	-0.83105	ENSG00000162545	CAMK2N1	ENSMUSG00000046447
79594	1	20725941	20934674	141	36	457824	-0.95494	-0.001049	-0.95389	ENSG00000090432	MUL1	ENSMUSG00000041241
163933	1	20778932	20981513	147	32	457824	-0.93574	-0.001049	-0.93469	ENSG00000183114	FAM43B	ENSMUSG00000078235
978	1	20815444	21045401	172	37	457824	-0.98387	-0.001049	-0.98282	ENSG00000158825	CDA	ENSMUSG00000028755
65018	1	20859948	21078004	167	38	457824	-1.2713	-0.001049	-1.2703	ENSG00000158828	PINK1	ENSMUSG00000028756
1650	1	20878260	21088037	160	35	457824	-1.1437	-0.001049	-1.1427	ENSG00000244038	DDOST	ENSMUSG00000028757
57576	1	20890475	21144317	160	35	457824	-1.5165	-0.001049	-1.5155	ENSG00000117245	KIF17	ENSMUSG00000028758
400745	1	20946225	21159133	105	24	457824	-1.6852	-0.001049	-1.6842	ENSG00000189410	SH2D5	ENSMUSG00000045349
50809	1	20969170	21213808	109	22	457824	-1.9046	-0.001049	-1.9036	ENSG00000127483	HP1BP3	ENSMUSG00000028759
8672	1	21032785	21603381	144	14	457824	-2.919	-0.001049	-2.918	ENSG00000075151	EIF4G3	ENSMUSG00000028760
1889	1	21443740	21772034	113	28	457824	-1.2345	-0.001049	-1.2335	ENSG00000117298	ECE1	ENSMUSG00000057530
84224	1	21666583	21911393	107	29	457824	-0.79381	-0.001049	-0.79276	ENSG00000142794	NBPF3	NA
249	1	21735475	22004905	143	40	457824	-0.38362	-0.001049	-0.38257	ENSG00000162551	ALPL	ENSMUSG00000028766
5909	1	21822708	22096010	166	44	457824	-0.25567	-0.001049	-0.25462	ENSG00000076864	RAP1GAP	ENSMUSG00000041351
84196	1	21904791	22209688	143	37	457824	0.0036561	-0.001049	0.0047051	ENSG00000090686	USP48	ENSMUSG00000043411
401944	1	22038758	22251714	79	17	457824	-0.5246	-0.001049	-0.52355	ENSG00000187942	LDLRAD2	NA
3339	1	22048737	22363750	106	24	457824	-0.3264	-0.001049	-0.32535	ENSG00000142798	HSPG2	ENSMUSG00000028763
23436	1	22203418	22415847	69	16	457824	-0.10018	-0.001049	-0.099131	ENSG00000219073	CELA3B	NA
10136	1	22228149	22439035	67	16	457824	0.012433	-0.001049	0.013482	ENSG00000142789	CELA3A	NA
998	1	22279120	22519439	107	27	457824	-0.12747	-0.001049	-0.12642	ENSG00000070831	CDC42	ENSMUSG00000006699
54361	1	22343798	22570474	138	32	457824	-0.11397	-0.001049	-0.11292	ENSG00000162552	WNT4	ENSMUSG00000036856
9923	1	22678344	22957650	122	27	457824	0.15731	-0.001049	0.15836	ENSG00000184677	ZBTB40	ENSMUSG00000060862
2046	1	22790004	23030087	99	24	457824	-0.61471	-0.001049	-0.61366	ENSG00000070886	EPHA8	ENSMUSG00000028661
712	1	22863118	23066175	93	23	457824	-0.90616	-0.001049	-0.90511	ENSG00000173372	C1QA	ENSMUSG00000036887
714	1	22869969	23074603	97	23	457824	-0.88634	-0.001049	-0.88529	ENSG00000159189	C1QC	ENSMUSG00000036896
713	1	22879682	23088130	94	22	457824	-0.8237	-0.001049	-0.82265	ENSG00000173369	C1QB	ENSMUSG00000036905
2048	1	22937263	23341823	168	43	457824	3.9224	-0.001049	3.9234	ENSG00000133216	EPHB2	ENSMUSG00000028664
646262	1	23179536	23399524	53	10	457824	5.2057	-0.001049	5.2068	ENSG00000215906	LACTBL1	ENSMUSG00000070683
729059	1	23237327	23442343	60	7	457824	4.7935	-0.001049	4.7946	ENSG00000227868	TEX46	ENSMUSG00000036921
23028	1	23245937	23510184	81	9	457824	4.5331	-0.001049	4.5341	ENSG00000004487	KDM1A	ENSMUSG00000036940
7798	1	23310516	23604301	98	10	457824	3.8254	-0.001049	3.8264	ENSG00000169641	LUZP1	ENSMUSG00000001089
3352	1	23418388	23621222	75	9	457824	2.9114	-0.001049	2.9125	ENSG00000179546	HTR1D	ENSMUSG00000070687
10236	1	23535953	23771143	86	16	457824	2.8432	-0.001049	2.8443	ENSG00000125944	HNRNPR	ENSMUSG00000066037
80818	1	23585941	23796357	72	14	457824	2.851	-0.001049	2.8521	ENSG00000125945	ZNF436	ENSMUSG00000051351
6920	1	23607555	23851269	78	16	457824	2.4756	-0.001049	2.4767	ENSG00000204219	TCEA3	ENSMUSG00000001604
55616	1	23655056	23910750	88	22	457824	2.4366	-0.001049	2.4376	ENSG00000088280	ASAP3	ENSMUSG00000036995
1870	1	23732920	23957712	68	22	457824	-1.2687	-0.001049	-1.2676	ENSG00000007968	E2F2	ENSMUSG00000018983
3399	1	23784421	23986285	60	22	457824	-1.4453	-0.001049	-1.4443	ENSG00000117318	ID3	ENSMUSG00000007872
6135	1	23918269	24122915	63	16	457824	-2.906	-0.001049	-2.9049	ENSG00000142676	RPL11	NA
6924	1	23969856	24188549	60	9	457824	-2.1472	-0.001049	-2.1461	ENSG00000011007	ELOA	ENSMUSG00000028668
57095	1	24004876	24214722	57	6	457824	-1.6837	-0.001049	-1.6826	ENSG00000057757	PITHD1	ENSMUSG00000028669
11313	1	24017275	24222029	60	7	457824	-1.61	-0.001049	-1.609	ENSG00000011009	LYPLA2	ENSMUSG00000028670
2582	1	24022089	24227294	58	6	457824	-1.5308	-0.001049	-1.5297	ENSG00000117308	GALE	ENSMUSG00000028671
3155	1	24028367	24265110	55	6	457824	-1.5041	-0.001049	-1.503	ENSG00000117305	HMGCL	ENSMUSG00000028672
2517	1	24071567	24294859	48	5	457824	-1.2474	-0.001049	-1.2463	ENSG00000179163	FUCA1	ENSMUSG00000028673
1269	1	24097005	24385549	51	6	457824	-0.9684	-0.001049	-0.96735	ENSG00000188822	CNR2	ENSMUSG00000062585
55629	1	24186301	24389952	34	8	457824	-0.72315	-0.001049	-0.7221	ENSG00000189266	PNRC2	NA
10772	1	24192935	24406953	49	10	457824	-0.43763	-0.001049	-0.43658	ENSG00000188529	SRSF10	ENSMUSG00000028676
127294	1	24282531	24538665	123	29	457824	-0.80416	-0.001049	-0.80311	ENSG00000142661	MYOM3	ENSMUSG00000037139
58985	1	24346261	24569783	133	32	457824	-0.65839	-0.001049	-0.65735	ENSG00000142677	IL22RA1	ENSMUSG00000037157
163702	1	24380647	24613765	154	39	457824	-0.78135	-0.001049	-0.7803	ENSG00000185436	IFNLR1	ENSMUSG00000062157
57822	1	24545812	24790972	142	24	457824	0.31189	-0.001049	0.31294	ENSG00000158055	GRHL3	ENSMUSG00000037188
90529	1	24583489	24841587	135	22	457824	0.27478	-0.001049	0.27582	ENSG00000001460	STPG1	ENSMUSG00000028801
57185	1	24642245	24899473	140	22	457824	0.18776	-0.001049	0.18881	ENSG00000001461	NIPAL3	ENSMUSG00000028803
11123	1	24728841	24963510	106	23	457824	1.0357	-0.001049	1.0367	ENSG00000117602	RCAN3	ENSMUSG00000059713
400746	1	24782567	25035819	85	22	457824	1.0325	-0.001049	1.0335	ENSG00000184454	NCMAP	ENSMUSG00000043924
10250	1	24869594	25099772	69	18	457824	1.529	-0.001049	1.5301	ENSG00000133226	SRRM1	ENSMUSG00000028809
25932	1	24971760	25270815	88	15	457824	-0.47014	-0.001049	-0.46909	ENSG00000169504	CLIC4	ENSMUSG00000037242
864	1	25126002	25391648	153	36	457824	-0.89113	-0.001049	-0.89008	ENSG00000020633	RUNX3	ENSMUSG00000070691
25949	1	25448767	25659013	32	8	457824	-2.9782	-0.001049	-2.9772	ENSG00000117614	SYF2	ENSMUSG00000028821
57035	1	25468740	25674010	20	6	457824	-2.7025	-0.001049	-2.7015	ENSG00000117616	RSRP1	ENSMUSG00000037266
6007	1	25498884	25756936	22	5	457824	-0.79901	-0.001049	-0.79796	ENSG00000187010	RHD	NA
23585	1	25564789	25788852	18	2	457824	-0.54907	-0.001049	-0.54802	ENSG00000183726	TMEM50A	ENSMUSG00000028822
6006	1	25587853	25847363	22	2	457824	-0.56926	-0.001049	-0.56821	ENSG00000188672	RHCE	NA
55219	1	25657388	25926700	40	5	457824	-0.95593	-0.001049	-0.95488	ENSG00000204178	TMEM57	ENSMUSG00000028826
26119	1	25770071	25995377	40	7	457824	-1.759	-0.001049	-1.7579	ENSG00000157978	LDLRAP1	ENSMUSG00000037295
57134	1	25843959	26211258	143	22	457824	-0.40771	-0.001049	-0.40666	ENSG00000117643	MAN1C1	ENSMUSG00000037306
57190	1	26026667	26244713	115	14	457824	-0.37391	-0.001049	-0.37286	ENSG00000162430	SELENON	ENSMUSG00000050989
56181	1	26046397	26259433	110	13	457824	-0.75524	-0.001049	-0.75419	ENSG00000117640	MTFR1L	ENSMUSG00000046671
79000	1	26058414	26285939	119	14	457824	-0.84456	-0.001049	-0.84351	ENSG00000127423	AUNIP	ENSMUSG00000078521
164091	1	26087975	26302461	109	12	457824	-1.043	-0.001049	-1.0419	ENSG00000182749	PAQR7	ENSMUSG00000037348
3925	1	26110670	26333368	109	11	457824	-1.0095	-0.001049	-1.0085	ENSG00000117632	STMN1	ENSMUSG00000028832
5051	1	26186258	26426366	94	12	457824	-1.0695	-0.001049	-1.0685	ENSG00000158006	PAFAH2	ENSMUSG00000037366
2134	1	26248266	26462955	76	10	457824	-1.5511	-0.001049	-1.5501	ENSG00000158008	EXTL1	ENSMUSG00000028838
7780	1	26264513	26473439	70	9	457824	-1.3899	-0.001049	-1.3888	ENSG00000158014	SLC30A2	ENSMUSG00000028836
84676	1	26277792	26494142	77	11	457824	-1.5243	-0.001049	-1.5232	ENSG00000158022	TRIM63	ENSMUSG00000028834
149420	1	26337656	26552039	92	15	457824	-1.9808	-0.001049	-1.9797	ENSG00000175087	PDIK1L	ENSMUSG00000050890
79927	1	26385511	26589119	89	15	457824	-1.8485	-0.001049	-1.8474	ENSG00000197245	FAM110D	ENSMUSG00000050105
51042	1	26396388	26597364	93	16	457824	-1.5122	-0.001049	-1.5112	ENSG00000142684	ZNF593	ENSMUSG00000028840
10256	1	26403981	26616375	99	17	457824	-1.2549	-0.001049	-1.2538	ENSG00000142675	CNKSR1	ENSMUSG00000028841
378807	1	26417119	26629033	106	17	457824	-1.2113	-0.001049	-1.2103	ENSG00000188782	CATSPER4	ENSMUSG00000048003
64793	1	26460644	26705529	147	21	457824	-1.5831	-0.001049	-1.5821	ENSG00000130695	CEP85	ENSMUSG00000037443
83442	1	26506213	26708013	124	17	457824	-1.3791	-0.001049	-1.3781	ENSG00000142669	SH3BGRL3	ENSMUSG00000028843
91544	1	26508773	26744756	139	21	457824	-1.314	-0.001049	-1.3129	ENSG00000158062	UBXN11	ENSMUSG00000012126
1043	1	26544411	26747014	120	18	457824	-0.8982	-0.001049	-0.89715	ENSG00000169442	CD52	NA
55057	1	26548350	26780621	130	21	457824	-0.89797	-0.001049	-0.89692	ENSG00000176092	CRYBG2	ENSMUSG00000012123
257101	1	26588125	26801023	122	23	457824	-0.80028	-0.001049	-0.79924	ENSG00000176083	ZNF683	ENSMUSG00000049410
79727	1	26637269	26856219	102	24	457824	-1.0863	-0.001049	-1.0853	ENSG00000131914	LIN28A	ENSMUSG00000050966
79947	1	26658773	26897797	100	23	457824	-0.79622	-0.001049	-0.79517	ENSG00000117682	DHDDS	ENSMUSG00000012117
3151	1	26698902	26903133	81	16	457824	-0.58349	-0.001049	-0.58244	ENSG00000198830	HMGN2	ENSMUSG00000073371
6195	1	26756249	27001520	64	13	457824	-0.41195	-0.001049	-0.4109	ENSG00000117676	RPS6KA1	ENSMUSG00000003644
101928728	1	26918623	27122896	33	6	457824	0.74437	-0.001049	0.74541	ENSG00000260063	AL512408.1	NA
8289	1	26922522	27208601	51	7	457824	0.60493	-0.001049	0.60598	ENSG00000117713	ARID1A	ENSMUSG00000007880
55650	1	27013739	27224894	51	6	457824	0.42683	-0.001049	0.42788	ENSG00000060642	PIGV	ENSMUSG00000043257
84243	1	27053201	27284092	58	7	457824	0.1412	-0.001049	0.14225	ENSG00000204160	ZDHHC18	ENSMUSG00000037553
2810	1	27089633	27290947	50	7	457824	0.39637	-0.001049	0.39742	ENSG00000175793	SFN	ENSMUSG00000047281
54707	1	27105872	27316869	51	7	457824	0.2337	-0.001049	0.23475	ENSG00000142751	GPN2	ENSMUSG00000028848
63906	1	27116979	27326962	51	7	457824	0.023094	-0.001049	0.024143	ENSG00000198746	GPATCH3	ENSMUSG00000028850
8431	1	27137975	27340567	53	7	457824	-0.023341	-0.001049	-0.022292	ENSG00000131910	NR0B2	ENSMUSG00000037583
10726	1	27148187	27373362	58	9	457824	-0.071825	-0.001049	-0.070776	ENSG00000090273	NUDC	ENSMUSG00000028851
126695	1	27176047	27386901	59	10	457824	-0.19104	-0.001049	-0.18999	ENSG00000175707	KDF1	ENSMUSG00000037600
388610	1	27220189	27427377	58	13	457824	-0.57631	-0.001049	-0.57526	ENSG00000253368	TRNP1	ENSMUSG00000056596
115572	1	27231511	27439333	53	14	457824	-0.78827	-0.001049	-0.78722	ENSG00000158246	FAM46B	ENSMUSG00000046694
6548	1	27325300	27581621	58	12	457824	-1.5292	-0.001049	-1.5281	ENSG00000090020	SLC9A1	ENSMUSG00000028854
23038	1	27461007	27735124	71	15	457824	-0.1686	-0.001049	-0.16755	ENSG00000142784	WDTC1	ENSMUSG00000037622
84065	1	27548636	27762891	61	13	457824	1.5252	-0.001049	1.5263	ENSG00000186501	TMEM222	ENSMUSG00000028857
84958	1	27568483	27780423	59	12	457824	1.7159	-0.001049	1.717	ENSG00000142765	SYTL1	ENSMUSG00000028860
9064	1	27581670	27793558	64	11	457824	1.8633	-0.001049	1.8644	ENSG00000142733	MAP3K6	ENSMUSG00000028862
8547	1	27595601	27801315	61	10	457824	1.8592	-0.001049	1.8602	ENSG00000142748	FCN3	ENSMUSG00000026938
388611	1	27605596	27809823	60	9	457824	1.8756	-0.001049	1.8767	ENSG00000174950	CD164L2	ENSMUSG00000028865
2827	1	27619148	27822318	60	8	457824	1.9261	-0.001049	1.9272	ENSG00000181773	GPR3	ENSMUSG00000049649
10163	1	27630734	27916678	69	9	457824	1.9036	-0.001049	1.9047	ENSG00000158195	WASF2	ENSMUSG00000028868
27245	1	27760756	28030463	52	11	457824	2.2871	-0.001049	2.2881	ENSG00000126705	AHDC1	ENSMUSG00000037692
2268	1	27838800	28061727	41	13	457824	0.18858	-0.001049	0.18963	ENSG00000000938	FGR	ENSMUSG00000028874
2537	1	27892572	28098724	40	10	457824	-1.3241	-0.001049	-1.3231	ENSG00000126709	IFI6	NA
199870	1	27952490	28189426	42	7	457824	-1.0536	-0.001049	-1.0526	ENSG00000009780	FAM76A	ENSMUSG00000028878
23673	1	27999694	28250963	55	8	457824	-1.1758	-0.001049	-1.1747	ENSG00000117758	STX12	ENSMUSG00000028879
5511	1	28057252	28278183	60	10	457824	-1.294	-0.001049	-1.293	ENSG00000117751	PPP1R8	ENSMUSG00000028882
9473	1	28099055	28313196	63	12	457824	-0.98519	-0.001049	-0.98414	ENSG00000130775	THEMIS2	ENSMUSG00000037731
6118	1	28118035	28341255	68	13	457824	-1.1954	-0.001049	-1.1943	ENSG00000117748	RPA2	ENSMUSG00000028884
27293	1	28161456	28385663	80	14	457824	-1.2121	-0.001049	-1.211	ENSG00000130768	SMPDL3B	ENSMUSG00000028885
55113	1	28186504	28394604	80	13	457824	-1.1191	-0.001049	-1.1181	ENSG00000158156	XKR8	ENSMUSG00000037752
2140	1	28196855	28515173	107	19	457824	-0.93266	-0.001049	-0.93161	ENSG00000158161	EYA3	ENSMUSG00000028886
5724	1	28373677	28620447	68	16	457824	0.063121	-0.001049	0.06417	ENSG00000169403	PTAFR	ENSMUSG00000056529
22826	1	28426789	28659542	58	13	457824	-0.21085	-0.001049	-0.2098	ENSG00000126698	DNAJC8	ENSMUSG00000054405
93974	1	28462602	28664616	47	9	457824	0.016529	-0.001049	0.017578	ENSG00000130770	ATPIF1	ENSMUSG00000054428
83667	1	28485963	28709002	48	9	457824	-0.38402	-0.001049	-0.38297	ENSG00000130766	SESN2	ENSMUSG00000028893
54797	1	28555513	28762478	48	8	457824	-0.8898	-0.001049	-0.88875	ENSG00000130772	MED18	ENSMUSG00000066042
65979	1	28596093	28926881	71	6	457824	-0.71532	-0.001049	-0.71427	ENSG00000204138	PHACTR4	ENSMUSG00000066043
1104	1	28732455	28965708	52	5	457824	-0.47706	-0.001049	-0.47601	ENSG00000180198	RCC1	ENSMUSG00000028896
54952	1	28779529	29005057	50	6	457824	-0.13755	-0.001049	-0.1365	ENSG00000180098	TRNAU1AP	ENSMUSG00000028898
115273	1	28818712	29021098	42	5	457824	-0.44624	-0.001049	-0.44519	ENSG00000188060	RAB42	ENSMUSG00000089687
6883	1	28829608	29075416	55	7	457824	-0.1248	-0.001049	-0.12376	ENSG00000120656	TAF12	ENSMUSG00000028899
10691	1	28895234	29142115	49	6	457824	0.19858	-0.001049	0.19962	ENSG00000162419	GMEB1	ENSMUSG00000028901
51441	1	28963133	29196287	69	9	457824	-0.23128	-0.001049	-0.23023	ENSG00000198492	YTHDF2	ENSMUSG00000040025
4985	1	29038654	29290208	88	17	457824	0.020886	-0.001049	0.021935	ENSG00000116329	OPRD1	ENSMUSG00000050511
2035	1	29113603	29546558	162	22	457824	1.2463	-0.001049	1.2474	ENSG00000159023	EPB41	ENSMUSG00000028906
399474	1	29345937	29550421	75	10	457824	2.3529	-0.001049	2.3539	ENSG00000253304	TMEM200B	ENSMUSG00000070720
6429	1	29374250	29608637	95	13	457824	2.4238	-0.001049	2.4248	ENSG00000116350	SRSF4	ENSMUSG00000028911
51102	1	29419385	29657460	101	18	457824	2.8301	-0.001049	2.8312	ENSG00000116353	MECR	ENSMUSG00000028910
10076	1	29463028	29753325	113	26	457824	2.6999	-0.001049	2.7009	ENSG00000060656	PTPRU	ENSMUSG00000028909
4146	1	31084124	31296432	123	31	457824	-0.41807	-0.001049	-0.41702	ENSG00000162510	MATN1	ENSMUSG00000040533
7805	1	31105315	31330683	137	37	457824	-0.23523	-0.001049	-0.23418	ENSG00000162511	LAPTM5	ENSMUSG00000028581
9672	1	31242313	31481480	113	31	457824	0.14593	-0.001049	0.14698	ENSG00000162512	SDC3	ENSMUSG00000025743
9698	1	31304353	31638838	126	23	457824	-0.016661	-0.001049	-0.015612	ENSG00000134644	PUM1	ENSMUSG00000028580
79570	1	31552592	31812734	93	11	457824	0.7368	-0.001049	0.73785	ENSG00000084628	NKAIN1	ENSMUSG00000078532
9410	1	31632415	31869644	107	8	457824	0.56014	-0.001049	0.56119	ENSG00000060688	SNRNP40	ENSMUSG00000074088
51538	1	31669832	31938569	131	10	457824	0.82049	-0.001049	0.82154	ENSG00000121766	ZCCHC17	ENSMUSG00000028772
2170	1	31738100	31945923	92	8	457824	1.2063	-0.001049	1.2073	ENSG00000121769	FABP3	NA
347735	1	31782412	32007527	109	12	457824	0.69148	-0.001049	0.69253	ENSG00000168528	SERINC2	ENSMUSG00000023232
64129	1	31942086	32153290	101	13	457824	2.041	-0.001049	2.042	ENSG00000142910	TINAGL1	ENSMUSG00000028776
3061	1	31983290	32193214	99	16	457824	3.6106	-0.001049	3.6117	ENSG00000121764	HCRTR1	ENSMUSG00000028778
553115	1	31995463	32210838	99	17	457824	4.0827	-0.001049	4.0837	ENSG00000162517	PEF1	ENSMUSG00000028779
1307	1	32017848	32269768	97	17	457824	4.3839	-0.001049	4.3849	ENSG00000084636	COL16A1	ENSMUSG00000040690
576	1	32092718	32330494	95	20	457824	4.6217	-0.001049	4.6228	ENSG00000121753	ADGRB2	ENSMUSG00000028782
90853	1	32156023	32381630	65	17	457824	4.3473	-0.001049	4.3484	ENSG00000134668	SPOCD1	ENSMUSG00000028784
8073	1	32272022	32503988	56	15	457824	-0.3041	-0.001049	-0.30305	ENSG00000184007	PTP4A2	ENSMUSG00000028788
10657	1	32379295	32626460	43	12	457824	0.67535	-0.001049	0.6764	ENSG00000121774	KHDRBS1	ENSMUSG00000028790
55116	1	32438503	32668467	32	6	457824	1.4248	-0.001049	1.4258	ENSG00000121775	TMEM39B	ENSMUSG00000053730
23633	1	32473644	32742169	50	8	457824	1.5682	-0.001049	1.5693	ENSG00000025800	KPNA6	ENSMUSG00000003731
200081	1	32545293	32763886	43	6	457824	1.6761	-0.001049	1.6771	ENSG00000084652	TXLNA	ENSMUSG00000053841
79140	1	32566202	32770991	38	7	457824	1.632	-0.001049	1.633	ENSG00000160050	CCDC28B	ENSMUSG00000028795
55721	1	32571236	32774288	37	7	457824	1.611	-0.001049	1.6121	ENSG00000160051	IQCC	ENSMUSG00000040795
149069	1	32574695	32781797	36	7	457824	1.5703	-0.001049	1.5714	ENSG00000222046	DCDC2B	ENSMUSG00000078552
56063	1	32580040	32787954	36	7	457824	1.5703	-0.001049	1.5714	ENSG00000160055	TMEM234	ENSMUSG00000028797
8668	1	32587971	32797205	37	7	457824	1.5622	-0.001049	1.5632	ENSG00000084623	EIF3I	ENSMUSG00000028798
84734	1	32612818	32814461	35	7	457824	1.6519	-0.001049	1.6529	ENSG00000183615	FAM167B	ENSMUSG00000050493
3932	1	32616840	32851766	38	9	457824	1.7202	-0.001049	1.7212	ENSG00000182866	LCK	ENSMUSG00000000409
3065	1	32657708	32899227	43	11	457824	1.6901	-0.001049	1.6911	ENSG00000116478	HDAC1	NA
65108	1	32699430	32901840	24	10	457824	0.39696	-0.001049	0.39801	ENSG00000175130	MARCKSL1	ENSMUSG00000047945
81629	1	32718365	32930098	21	8	457824	0.43977	-0.001049	0.44082	ENSG00000162526	TSSK3	ENSMUSG00000000411
100128071	1	32726871	32927844	17	8	457824	0.53483	-0.001049	0.53588	ENSG00000225828	FAM229A	ENSMUSG00000078554
55108	1	32730704	32960062	22	8	457824	1.0716	-0.001049	1.0726	ENSG00000160058	BSDC1	ENSMUSG00000040859
728116	1	32830658	33053460	45	7	457824	0.97264	-0.001049	0.97368	ENSG00000273274	ZBTB8B	NA
653121	1	32904772	33171542	60	9	457824	1.0656	-0.001049	1.0666	ENSG00000160062	ZBTB8A	ENSMUSG00000028807
339487	1	32986421	33216565	51	8	457824	0.78664	-0.001049	0.78769	ENSG00000176261	ZBTB8OS	ENSMUSG00000057572
5928	1	33016749	33251812	53	11	457824	3.1899	-0.001049	3.1909	ENSG00000162521	RBBP4	ENSMUSG00000057236
81493	1	33045507	33268361	50	10	457824	3.6371000000000002	-0.001049	3.6382	ENSG00000162520	SYNC	ENSMUSG00000001333
57648	1	33107492	33340571	65	11	457824	4.2631	-0.001049	4.2642	ENSG00000162522	KIAA1522	ENSMUSG00000050390
8565	1	33140840	33383633	71	12	457824	4.553	-0.001049	4.5541	ENSG00000134684	YARS	ENSMUSG00000028811
